bc/neglogp,bc/l2_norm,bc/samples_so_far,bc/l2_loss,bc/loss,bc/batch_num,bc/entropy,bc/prob_true_act,bc/epoch_num,bc/ent_loss
2.5214502811431885,43.500099182128906,2944,0.0,2.5186123847961426,1,2.837877035140991,0.10722491145133972,0,-0.002837877254933119
0.8168275356292725,53.32076644897461,1474944,0.0,0.8150674104690552,501,1.7601183652877808,0.45793840289115906,500,-0.0017601184081286192
-0.08152282983064651,60.91154861450195,2946944,0.0,-0.08230242133140564,1001,0.7795878052711487,1.2099100351333618,1000,-0.0007795878336764872
-0.8991531729698181,98.22297668457031,4418944,0.0,-0.899021565914154,1501,-0.1316128969192505,2.9843616485595703,1500,0.0001316129055339843
-1.7611885070800781,137.53732299804688,5890944,0.0,-1.7601613998413086,2001,-1.027140736579895,7.235905647277832,2000,0.0010271407663822174
-2.385005235671997,162.0931396484375,7362944,0.0,-2.3831725120544434,2501,-1.8328094482421875,16.075302124023438,2500,0.0018328095320612192
-2.76662278175354,185.1476287841797,8834944,0.0,-2.7641944885253906,3001,-2.4281766414642334,28.329004287719727,3000,0.002428176812827587
-3.034360408782959,211.0962371826172,10306944,0.0,-3.0315208435058594,3501,-2.8394620418548584,43.72590255737305,3500,0.0028394621331244707
-3.1686978340148926,235.96971130371094,11778944,0.0,-3.165614366531372,4001,-3.083468198776245,56.01360321044922,4000,0.0030834684148430824
-3.271801233291626,259.7643737792969,13250944,0.0,-3.2685775756835938,4501,-3.2236597537994385,64.6216049194336,4500,0.003223659936338663
-3.3759732246398926,284.4125671386719,14722944,0.0,-3.372631549835205,5001,-3.3417861461639404,72.61898803710938,5000,0.00334178633056581
-3.499859094619751,308.25738525390625,16194944,0.0,-3.496398448944092,5501,-3.4605982303619385,82.31017303466797,5500,0.003460598411038518
-3.6167948246002197,329.77813720703125,17666944,0.0,-3.6132161617279053,6001,-3.578643560409546,92.37671661376953,6000,0.0035786437802016735
-3.7362112998962402,348.7998352050781,19138944,0.0,-3.732499599456787,6501,-3.7117764949798584,105.0919418334961,6500,0.0037117765750736
-3.86234974861145,364.50799560546875,20610944,0.0,-3.8585376739501953,7001,-3.8121633529663086,117.58380126953125,7000,0.0038121636025607586
-3.974074363708496,377.6824645996094,22082944,0.0,-3.9701714515686035,7501,-3.902958631515503,128.98861694335938,7500,0.003902958706021309
-4.084778308868408,389.4103698730469,23554944,0.0,-4.080714702606201,8001,-4.063816547393799,151.51608276367188,8000,0.004063816741108894
-4.178849220275879,399.0487365722656,25026944,0.0,-4.174746036529541,8501,-4.103003978729248,157.7844696044922,8500,0.00410300400108099
-4.265544891357422,407.4571228027344,26498944,0.0,-4.261377334594727,9001,-4.167621612548828,168.07080078125,9000,0.004167621955275536
-4.352734088897705,415.0749816894531,27970944,0.0,-4.348474025726318,9501,-4.260044574737549,184.7071533203125,9500,0.0042600445449352264
-4.4312849044799805,421.94677734375,29442944,0.0,-4.426947593688965,10001,-4.337093353271484,199.4891357421875,10000,0.004337093327194452
-4.498774528503418,428.1313781738281,30914944,0.0,-4.494405746459961,10501,-4.368766784667969,206.0474090576172,10500,0.004368767142295837
-4.575706958770752,434.38885498046875,32386944,0.0,-4.571199893951416,11001,-4.507297515869141,236.43234252929688,11000,0.004507297649979591
-4.63656759262085,440.03326416015625,33858944,0.0,-4.632023811340332,11501,-4.543907642364502,245.36122131347656,11500,0.004543907940387726
-4.694282054901123,445.5977783203125,35330944,0.0,-4.689699649810791,12001,-4.582306861877441,255.09141540527344,12000,0.004582307301461697
-4.735132694244385,450.9114685058594,36802944,0.0,-4.730553150177002,12501,-4.5797271728515625,252.61810302734375,12500,0.004579727537930012
-4.810091972351074,456.8298034667969,38274944,0.0,-4.805371284484863,13001,-4.720734596252441,292.9751892089844,13000,0.004720734898000956
-4.856445789337158,462.0343322753906,39746944,0.0,-4.851703643798828,13501,-4.742298603057861,299.5166015625,13500,0.004742298740893602
-4.895120143890381,467.0323181152344,41218944,0.0,-4.89038610458374,14001,-4.734176158905029,297.3573303222656,14000,0.0047341762110590935
-4.954123020172119,472.6717224121094,42690944,0.0,-4.94926643371582,14501,-4.856575012207031,335.79608154296875,14500,0.004856575280427933
-4.983852386474609,477.3332214355469,44162944,0.0,-4.979028224945068,15001,-4.824175834655762,325.4131164550781,15000,0.004824175965040922
-5.034970760345459,482.783447265625,45634944,0.0,-5.0300469398498535,15501,-4.92363977432251,359.2358703613281,15500,0.004923639819025993
-5.071717739105225,487.8655700683594,47106944,0.0,-5.066776752471924,16001,-4.940891265869141,365.63299560546875,16000,0.0049408916383981705
-5.103672981262207,492.8529968261719,48578944,0.0,-5.098731517791748,16501,-4.941443920135498,366.0377502441406,16500,0.004941444378346205
-4.166135787963867,497.98797607421875,50050944,0.0,-4.161163330078125,17001,-4.972687244415283,145.39471435546875,17000,0.00497268745675683
-5.180858612060547,502.97564697265625,51522944,0.0,-5.17582368850708,17501,-5.034880638122559,401.7964782714844,17500,0.0050348807126283646
-5.209262847900391,507.6806335449219,52994944,0.0,-5.204230785369873,18001,-5.032104015350342,400.86248779296875,18000,0.005032104440033436
-5.23708438873291,512.3665771484375,54466944,0.0,-5.232052803039551,18501,-5.031611442565918,400.73516845703125,18500,0.005031611770391464
-5.285747528076172,517.5602416992188,55938944,0.0,-5.280590534210205,19001,-5.157055854797363,452.7630310058594,19000,0.005157056264579296
-5.313611030578613,522.0703125,57410944,0.0,-5.308460235595703,19501,-5.150576591491699,450.9857482910156,19500,0.005150577053427696
-5.337892532348633,526.662353515625,58882944,0.0,-5.332752704620361,20001,-5.139934539794922,446.3334655761719,20000,0.005139934830367565
-5.381920337677002,531.58544921875,60354944,0.0,-5.376682758331299,20501,-5.237453937530518,491.38360595703125,20500,0.005237454082816839
-5.401483058929443,535.6162719726562,61826944,0.0,-5.3962721824646,21001,-5.21102237701416,478.8301696777344,21000,0.005211022682487965
-5.439972400665283,540.081298828125,63298944,0.0,-5.4346795082092285,21501,-5.292712211608887,518.1785278320312,21500,0.005292712245136499
-5.462828159332275,543.8648681640625,64770944,0.0,-5.457546710968018,22001,-5.281390190124512,513.2254638671875,22000,0.005281390622258186
-5.46381139755249,547.4346313476562,66242944,0.0,-5.458572864532471,22501,-5.2384772300720215,486.5645446777344,22500,0.005238477606326342
-5.522887706756592,551.5930786132812,67714944,0.0,-5.517532825469971,23001,-5.3546857833862305,551.6163940429688,23000,0.005354686174541712
-5.538922309875488,554.898193359375,69186944,0.0,-5.533593654632568,23501,-5.328470706939697,537.7007446289062,23500,0.005328470841050148
-5.508509635925293,558.7838745117188,70658944,0.0,-5.50309419631958,24001,-5.4153547286987305,546.8792724609375,24000,0.005415354855358601
-5.587652683258057,561.7344360351562,72130944,0.0,-5.582290172576904,24501,-5.362700939178467,556.2460327148438,24500,0.005362701136618853
-5.625979900360107,565.462646484375,73602944,0.0,-5.620537281036377,25001,-5.4426798820495605,601.7247924804688,25000,0.005442680325359106
-5.640280723571777,568.635498046875,75074944,0.0,-5.63486385345459,25501,-5.416771411895752,586.8058471679688,25500,0.005416771862655878
-4.146899700164795,572.0726928710938,76546944,0.0,-4.141472339630127,26001,-5.427441596984863,138.7156524658203,26000,0.005427442025393248
-5.689968585968018,575.4796142578125,78018944,0.0,-5.684503078460693,26501,-5.465469837188721,615.8153686523438,26500,0.005465470254421234
-5.698562145233154,578.45263671875,79490944,0.0,-5.6931281089782715,27001,-5.43419885635376,597.1478271484375,27000,0.00543419923633337
-5.737695217132568,581.7476806640625,80962944,0.0,-5.732178211212158,27501,-5.516888618469238,648.031005859375,27500,0.005516889039427042
-5.74212121963501,584.2021484375,82434944,0.0,-5.73664665222168,28001,-5.474774360656738,621.8197021484375,28000,0.00547477463260293
-5.778531074523926,587.0955810546875,83906944,0.0,-5.772977828979492,28501,-5.5530877113342285,671.8920288085938,28500,0.005553088150918484
-5.757819175720215,589.072265625,85378944,0.0,-5.7523298263549805,29001,-5.489189624786377,621.3897094726562,29000,0.005489190109074116
-5.8109660148620605,591.6526489257812,86850944,0.0,-5.805398464202881,29501,-5.5675811767578125,682.0228881835938,29500,0.00556758139282465
-4.970348834991455,593.7817993164062,88322944,0.0,-4.964778900146484,30001,-5.570116996765137,296.0591735839844,30000,0.005570117384195328
-5.846978187561035,595.896728515625,89794944,0.0,-5.841373920440674,30501,-5.604278087615967,707.52734375,30500,0.0056042782962322235
-5.852486610412598,597.6971435546875,91266944,0.0,-5.846904754638672,31001,-5.582013130187988,692.1961059570312,31000,0.005582013167440891
-3.670485734939575,599.8778076171875,92738944,0.0,-3.664837598800659,31501,-5.648028373718262,91.45767974853516,31500,0.0056480285711586475
-5.893800258636475,601.55810546875,94210944,0.0,-5.888153553009033,32001,-5.646468639373779,738.2160034179688,32000,0.005646469071507454
-5.890374183654785,603.04345703125,95682944,0.0,-5.884769916534424,32501,-5.6043782234191895,707.5047607421875,32500,0.005604378413408995
-5.9264607429504395,605.0372924804688,97154944,0.0,-5.920772075653076,33001,-5.688860893249512,770.0507202148438,33000,0.005688861012458801
-5.921408176422119,606.3416748046875,98626944,0.0,-5.915771484375,33501,-5.636817455291748,732.0339965820312,33500,0.005636817775666714
-5.95280122756958,608.1991577148438,100098944,0.0,-5.947088718414307,34001,-5.712736129760742,788.8502197265625,34000,0.005712736397981644
-5.9346842765808105,609.3765869140625,101570944,0.0,-5.929035663604736,34501,-5.648514270782471,735.0718994140625,34500,0.005648514721542597
-5.975186347961426,611.1228637695312,103042944,0.0,-5.969460487365723,35001,-5.725962162017822,799.74755859375,35000,0.005725962575525045
-5.96940803527832,612.284912109375,104514944,0.0,-5.963730812072754,35501,-5.6771321296691895,762.681884765625,35500,0.005677132401615381
-6.001336574554443,613.9672241210938,105986944,0.0,-5.995580673217773,36001,-5.7559967041015625,824.22509765625,36000,0.00575599679723382
-5.999645709991455,615.0889892578125,107458944,0.0,-5.993925094604492,36501,-5.720400810241699,796.3508911132812,36500,0.005720401182770729
-5.970310211181641,616.2986450195312,108930944,0.0,-5.964604377746582,37001,-5.706036567687988,760.4531860351562,37000,0.005706036929041147
-6.02986478805542,617.7769775390625,110402944,0.0,-6.024097919464111,37501,-5.766935348510742,834.0991821289062,37500,0.005766935646533966
-5.99544620513916,618.694580078125,111874944,0.0,-5.98974084854126,38001,-5.705218315124512,768.8577880859375,38000,0.0057052187621593475
-6.046260833740234,620.1011352539062,113346944,0.0,-6.040491104125977,38501,-5.769665718078613,836.9837036132812,38500,0.005769665818661451
-6.068808555603027,621.5123901367188,114818944,0.0,-6.062986850738525,39001,-5.821543216705322,880.786865234375,39000,0.005821543280035257
-6.0639262199401855,622.416259765625,116290944,0.0,-6.058147430419922,39501,-5.778862476348877,845.1629638671875,39500,0.005778862629085779
-5.846803665161133,623.490966796875,117762944,0.0,-5.84104061126709,40001,-5.762962818145752,676.6676635742188,40000,0.005762963090091944
-6.0876054763793945,624.833251953125,119234944,0.0,-6.081796646118164,40501,-5.808956623077393,871.0452880859375,40500,0.0058089569211006165
-6.066839694976807,625.6513671875,120706944,0.0,-6.061095237731934,41001,-5.744438648223877,813.9702758789062,41000,0.005744439084082842
-6.106386184692383,627.1538696289062,122178944,0.0,-6.100560665130615,41501,-5.825667858123779,886.0186767578125,41500,0.005825668107718229
-6.095592498779297,628.0557861328125,123650944,0.0,-6.089810848236084,42001,-5.781692981719971,846.9474487304688,42000,0.005781693384051323
-6.1256208419799805,629.4508666992188,125122944,0.0,-6.119775295257568,42501,-5.845660209655762,904.1100463867188,42500,0.0058456603437662125
-6.1162800788879395,630.30517578125,126594944,0.0,-6.110479831695557,43001,-5.800145149230957,864.5316772460938,43000,0.005800145212560892
-6.14859676361084,631.7843627929688,128066944,0.0,-6.142716884613037,43501,-5.879685878753662,935.2749633789062,43500,0.005879686214029789
-6.131621837615967,632.489501953125,129538944,0.0,-6.125800609588623,44001,-5.82116174697876,879.7955322265625,44000,0.005821161903440952
-6.162533283233643,633.8302612304688,131010944,0.0,-6.156647205352783,44501,-5.886183261871338,941.8156127929688,44500,0.005886183585971594
-6.152045726776123,634.5490112304688,132482944,0.0,-6.146209239959717,45001,-5.836329460144043,897.2199096679688,45000,0.005836329888552427
-6.176537036895752,635.97802734375,133954944,0.0,-6.170618057250977,45501,-5.918898105621338,965.441650390625,45500,0.005918898154050112
-6.168991565704346,636.551025390625,135426944,0.0,-6.163136959075928,46001,-5.854689121246338,914.0438232421875,46000,0.0058546895161271095
-6.196945667266846,637.8723754882812,136898944,0.0,-6.191020488739014,46501,-5.925381183624268,979.750244140625,46500,0.005925381556153297
-6.177752494812012,638.375,138370944,0.0,-6.171901702880859,47001,-5.850960731506348,911.265625,47000,0.0058509609661996365
-6.207642078399658,639.6845092773438,139842944,0.0,-6.201716423034668,47501,-5.925657272338867,980.7130737304688,47500,0.005925657693296671
-6.189365386962891,640.2230224609375,141314944,0.0,-6.183508396148682,48001,-5.856980800628662,917.0961303710938,48000,0.005856981035321951
-6.22407341003418,641.6045532226562,142786944,0.0,-6.218125343322754,48501,-5.948272228240967,1002.71337890625,48500,0.005948272533714771
-6.218141555786133,642.289794921875,144258944,0.0,-6.212230205535889,49001,-5.911468029022217,968.0989990234375,49000,0.005911468528211117
-6.207221508026123,642.9749145507812,145730944,0.0,-6.201351165771484,49501,-5.870530605316162,929.0411987304688,49500,0.0058705308474600315
-6.241885662078857,644.2783203125,147202944,0.0,-6.2359299659729,50001,-5.95550012588501,1011.3382568359375,50000,0.005955500528216362
-6.233364582061768,644.9367065429688,148674944,0.0,-6.2274489402771,50501,-5.915423393249512,972.728271484375,50500,0.005915423855185509
-6.151031494140625,645.5438842773438,150146944,0.0,-6.145168781280518,51001,-5.86267614364624,867.4624633789062,51000,0.005862676538527012
-6.240030765533447,646.59375,151618944,0.0,-6.2341203689575195,51501,-5.9105072021484375,968.6310424804688,51500,0.005910507403314114
-6.259979248046875,647.65087890625,153090944,0.0,-6.254022598266602,52001,-5.956644535064697,1013.6827392578125,52000,0.005956644657999277
-6.2450337409973145,648.2421264648438,154562944,0.0,-6.23913049697876,52501,-5.903220176696777,961.9933471679688,52500,0.005903220269829035
-6.277257442474365,649.4855346679688,156034944,0.0,-6.271274566650391,53001,-5.982666492462158,1040.4268798828125,53000,0.005982666742056608
-6.26546049118042,650.1144409179688,157506944,0.0,-6.259524822235107,53501,-5.93584680557251,993.9444580078125,53500,0.005935847293585539
-6.166739463806152,651.3633422851562,158978944,0.0,-6.160733699798584,54001,-6.005897045135498,946.4658813476562,54000,0.006005897186696529
-6.278155326843262,651.9974975585938,160450944,0.0,-6.2722063064575195,54501,-5.949240684509277,1007.818359375,54500,0.005949241109192371
-6.2962646484375,653.31591796875,161922944,0.0,-6.290250778198242,55001,-6.014000415802002,1067.2188720703125,55000,0.006014000624418259
-6.282777309417725,653.94091796875,163394944,0.0,-6.276835918426514,55501,-5.941184043884277,1000.5018920898438,55500,0.005941184237599373
-6.272212982177734,655.37939453125,164866944,0.0,-6.266189098358154,56001,-6.024010181427002,1038.296630859375,56000,0.006024010479450226
-6.28359842300415,655.782958984375,166338944,0.0,-6.277673244476318,56501,-5.925252437591553,985.4930419921875,56500,0.005925252567976713
-6.313812255859375,657.0223388671875,167810944,0.0,-6.30781364440918,57001,-5.998419284820557,1059.13037109375,57000,0.005998419597744942
-6.295481204986572,657.6054077148438,169282944,0.0,-6.289539337158203,57501,-5.942038536071777,1000.9661254882812,57500,0.0059420387260615826
-6.328323841094971,658.80859375,170754944,0.0,-6.32230281829834,58001,-6.0211873054504395,1083.6207275390625,58000,0.006021187640726566
-6.313138008117676,659.3388061523438,172226944,0.0,-6.307168483734131,58501,-5.969559192657471,1030.285888671875,58500,0.00596955930814147
-6.342059135437012,660.4774169921875,173698944,0.0,-6.336015224456787,59001,-6.044003486633301,1108.39794921875,59000,0.006044003646820784
-6.312514781951904,660.7705688476562,175170944,0.0,-6.306556224822998,59501,-5.958526134490967,1018.4909057617188,59500,0.005958526395261288
-6.339191436767578,661.77685546875,176642944,0.0,-6.33317232131958,60001,-6.019006252288818,1082.4478759765625,60000,0.006019006483256817
-6.2848286628723145,662.1920776367188,178114944,0.0,-6.278869152069092,60501,-5.959454536437988,986.000244140625,60500,0.005959454923868179
-6.343831539154053,663.1520385742188,179586944,0.0,-6.3378143310546875,61001,-6.01741361618042,1081.2733154296875,61000,0.006017413921654224
-6.319331169128418,663.4978637695312,181058944,0.0,-6.313377380371094,61501,-5.953816890716553,1014.3908081054688,61500,0.0059538171626627445
-6.337637901306152,664.3063354492188,182530944,0.0,-6.3316497802734375,62001,-5.9880452156066895,1051.0615234375,62000,0.0059880455955863
-6.363874435424805,665.2730712890625,184002944,0.0,-6.3578200340271,62501,-6.054275989532471,1121.8193359375,62500,0.006054276134818792
-6.332772731781006,665.4539794921875,185474944,0.0,-6.3268046379089355,63001,-5.968152046203613,1030.1256103515625,63000,0.005968152545392513
-6.364833831787109,666.4248657226562,186946944,0.0,-6.358789920806885,63501,-6.044116020202637,1111.2236328125,63500,0.006044116336852312
-6.350668430328369,666.8018798828125,188418944,0.0,-6.344668865203857,64001,-5.999420642852783,1063.702392578125,64000,0.005999420769512653
-6.377155303955078,667.7040405273438,189890944,0.0,-6.371088027954102,64501,-6.0674967765808105,1137.4698486328125,64500,0.006067497190088034
-6.350823402404785,667.8855590820312,191362944,0.0,-6.344832420349121,65001,-5.991126537322998,1055.01220703125,65000,0.005991126876324415
-6.383499622344971,668.839111328125,192834944,0.0,-6.377425193786621,65501,-6.07438850402832,1145.751708984375,65500,0.006074388977140188
-6.359487056732178,669.0252075195312,194306944,0.0,-6.3534836769104,66001,-6.003507614135742,1068.8863525390625,66000,0.006003507878631353
-6.384593963623047,669.8535766601562,195778944,0.0,-6.37852668762207,66501,-6.067293167114258,1138.25048828125,66500,0.006067293230444193
-6.362958908081055,670.0662231445312,197250944,0.0,-6.356955051422119,67001,-6.003859043121338,1069.6712646484375,67000,0.006003859452903271
-6.391201496124268,670.9179077148438,198722944,0.0,-6.385125637054443,67501,-6.076087474822998,1148.601806640625,67500,0.006076087709516287
-6.3746185302734375,671.173828125,200194944,0.0,-6.368592739105225,68001,-6.025660514831543,1093.3968505859375,68000,0.0060256607830524445
-4.506261825561523,671.5503540039062,201666944,0.0,-4.50025749206543,68501,-6.0045084953308105,186.25103759765625,68500,0.006004508584737778
-6.37646484375,672.1233520507812,203138944,0.0,-6.370441913604736,69001,-6.022895336151123,1090.84033203125,69000,0.006022895686328411
-6.39501428604126,672.8080444335938,204610944,0.0,-6.38894510269165,69501,-6.069420337677002,1142.092041015625,69500,0.006069420836865902
-6.383612155914307,673.1094970703125,206082944,0.0,-6.377578258514404,70001,-6.033703804016113,1102.9947509765625,70000,0.006033704150468111
-6.086613655090332,673.4797973632812,207554944,0.0,-6.080596923828125,70501,-6.016563892364502,811.6787719726562,70500,0.006016564089804888
-6.393341541290283,674.1010131835938,209026944,0.0,-6.387289047241211,71001,-6.05230188369751,1123.7672119140625,71000,0.006052302196621895
-6.354321002960205,674.3090209960938,210498944,0.0,-6.348318099975586,71501,-6.003105640411377,1050.9990234375,71500,0.006003106012940407
-6.407036781311035,675.1246948242188,211970944,0.0,-6.400954723358154,72001,-6.0822296142578125,1157.7476806640625,72000,0.006082229781895876
-5.229583263397217,675.2954711914062,213442944,0.0,-5.223550796508789,72501,-6.0322794914245605,362.0195007324219,72500,0.006032279692590237
-6.406600475311279,675.9301147460938,214914944,0.0,-6.400526523590088,73001,-6.073958873748779,1148.83447265625,73000,0.006073959171772003
-6.005367279052734,676.0092163085938,216386944,0.0,-5.999359130859375,73501,-6.007998466491699,752.9505615234375,73500,0.006007998716086149
-6.398262977600098,676.6322021484375,217858944,0.0,-6.39221715927124,74001,-6.045798301696777,1117.861328125,74000,0.006045798771083355
-6.4175190925598145,677.2897338867188,219330944,0.0,-6.411424160003662,74501,-6.094964504241943,1173.390625,74500,0.006094964686781168
-6.3842058181762695,677.2797241210938,220802944,0.0,-6.378200054168701,75001,-6.005577564239502,1074.3802490234375,75000,0.006005577743053436
-6.4071431159973145,677.9557495117188,222274944,0.0,-6.401082515716553,75501,-6.06072998046875,1134.8922119140625,75500,0.006060730200260878
-6.38003396987915,678.2222290039062,223746944,0.0,-6.37400484085083,76001,-6.029269695281982,1081.5458984375,76000,0.006029270123690367
-6.418917655944824,678.9241333007812,225218944,0.0,-6.4128313064575195,76501,-6.086341381072998,1164.150634765625,76500,0.006086341571062803
-6.390382766723633,678.9733276367188,226690944,0.0,-6.384369850158691,77001,-6.012834072113037,1081.9837646484375,77000,0.006012834142893553
-6.419289588928223,679.7301025390625,228162944,0.0,-6.413207530975342,77501,-6.0818939208984375,1159.3472900390625,77500,0.006081894040107727
-6.408206939697266,679.9962768554688,229634944,0.0,-6.402157306671143,78001,-6.049520015716553,1122.88427734375,78000,0.006049520336091518
-6.392315864562988,680.7674560546875,231106944,0.0,-6.386191368103027,78501,-6.124351978302002,1162.8492431640625,78500,0.006124352104961872
-6.415427207946777,680.8851928710938,232578944,0.0,-6.409363269805908,79001,-6.063937664031982,1139.3394775390625,79000,0.006063938140869141
-6.2525248527526855,681.05615234375,234050944,0.0,-6.246501445770264,79501,-6.023341178894043,953.2017822265625,79500,0.006023341324180365
-6.426753997802734,681.8223876953125,235522944,0.0,-6.420664310455322,80001,-6.089690685272217,1168.8780517578125,80000,0.006089691072702408
-6.403881549835205,681.9379272460938,236994944,0.0,-6.397851467132568,80501,-6.030016899108887,1101.7568359375,80500,0.006030017044395208
-6.42528772354126,682.5823974609375,238466944,0.0,-6.419205665588379,81001,-6.0822672843933105,1160.5780029296875,81000,0.006082267500460148
-6.33298921585083,682.6317749023438,239938944,0.0,-6.326971054077148,81501,-6.018185138702393,1023.8157958984375,81500,0.006018185522407293
-6.429901123046875,683.3972778320312,241410944,0.0,-6.423810958862305,82001,-6.090343475341797,1170.053955078125,82000,0.006090343929827213
-6.39478874206543,683.377685546875,242882944,0.0,-6.3887786865234375,82501,-6.010222911834717,1075.906982421875,82500,0.006010223180055618
-6.429655075073242,684.131591796875,244354944,0.0,-6.423569202423096,83001,-6.085883617401123,1165.0982666015625,83000,0.00608588382601738
-5.378514766693115,684.469970703125,245826944,0.0,-5.372427940368652,83501,-6.086953163146973,425.5206298828125,83500,0.006086953449994326
-6.421170234680176,684.7529296875,247298944,0.0,-6.415109157562256,84001,-6.060875415802002,1136.8524169921875,84000,0.006060875486582518
-6.444408893585205,685.4099731445312,248770944,0.0,-6.438287734985352,84501,-6.120995044708252,1206.3115234375,84500,0.006120995152741671
-6.402274131774902,685.3757934570312,250242944,0.0,-6.396228313446045,85001,-6.046002388000488,1102.6943359375,85000,0.006046002730727196
-6.4417314529418945,686.0830078125,251714944,0.0,-6.435621738433838,85501,-6.109814643859863,1193.2535400390625,85500,0.006109815090894699
-6.377424240112305,686.1376953125,253186944,0.0,-6.371372222900391,86001,-6.051828861236572,1076.9356689453125,86000,0.00605182908475399
-6.446667194366455,686.8590087890625,254658944,0.0,-6.440547466278076,86501,-6.119729518890381,1205.108642578125,86500,0.0061197299510240555
-6.427333831787109,686.963134765625,256130944,0.0,-6.421267509460449,87001,-6.066507816314697,1143.572021484375,87000,0.006066508125513792
-1.976822853088379,687.7291870117188,257602944,0.0,-1.9706761837005615,87501,-6.1466145515441895,20.365232467651367,87500,0.006146614905446768
-6.431432247161865,687.7169799804688,259074944,0.0,-6.425357818603516,88001,-6.074371814727783,1152.106689453125,88000,0.006074372213333845
-6.450500965118408,688.3168334960938,260546944,0.0,-6.4443769454956055,88501,-6.124102592468262,1210.5445556640625,88500,0.0061241029761731625
-6.428635120391846,688.3850708007812,262018944,0.0,-6.422571182250977,89001,-6.064146041870117,1140.9742431640625,89000,0.006064146291464567
-6.450304985046387,689.0108032226562,263490944,0.0,-6.44418478012085,89501,-6.120419502258301,1206.2945556640625,89500,0.006120419595390558
-6.434040069580078,689.1498413085938,264962944,0.0,-6.42796516418457,90001,-6.0747833251953125,1153.0950927734375,90000,0.006074783392250538
-6.460506439208984,689.8531494140625,266434944,0.0,-6.4543609619140625,90501,-6.145633220672607,1236.195068359375,90500,0.006145633291453123
-6.433831214904785,689.8400268554688,267906944,0.0,-6.427759647369385,91001,-6.0716400146484375,1149.7252197265625,91000,0.006071640178561211
-6.460508823394775,690.5370483398438,269378944,0.0,-6.454366683959961,91501,-6.14194393157959,1232.4710693359375,91500,0.006141944322735071
-6.44149923324585,690.6339721679688,270850944,0.0,-6.435410499572754,92001,-6.08880615234375,1169.5152587890625,92000,0.006088806316256523
-6.4622721672058105,691.2485961914062,272322944,0.0,-6.456127643585205,92501,-6.144427299499512,1235.342529296875,92500,0.006144427694380283
-6.447788238525391,691.4003295898438,273794944,0.0,-6.441685676574707,93001,-6.102406978607178,1185.402587890625,93000,0.006102407351136208
-2.0941643714904785,691.696533203125,275266944,0.0,-2.0880658626556396,93501,-6.0985260009765625,20.16954803466797,93500,0.006098526064306498
-6.445370674133301,692.052978515625,276738944,0.0,-6.439276695251465,94001,-6.09374475479126,1175.4144287109375,94000,0.006093745119869709
10.1185941696167,692.6201171875,278210944,0.0,10.124739646911621,94501,-6.145253658294678,0.5732570290565491,94500,0.006145253777503967
-6.438430309295654,692.6481323242188,279682944,0.0,-6.432356357574463,95001,-6.073936939239502,1152.7359619140625,95000,0.0060739372856915
-6.463253974914551,693.3001708984375,281154944,0.0,-6.45711612701416,95501,-6.138068675994873,1228.087158203125,95500,0.006138069089502096
-5.794614791870117,693.3031616210938,282626944,0.0,-5.78853702545166,96001,-6.077652454376221,618.4544677734375,96000,0.006077652797102928
-6.454710006713867,693.8624267578125,284098944,0.0,-6.448597431182861,96501,-6.112416744232178,1197.4764404296875,96500,0.006112417206168175
-6.4642863273620605,694.3181762695312,285570944,0.0,-6.458148002624512,97001,-6.1382365226745605,1228.4000244140625,97000,0.006138236727565527
-6.451254367828369,694.4935302734375,287042944,0.0,-6.445154190063477,97501,-6.100359916687012,1183.319091796875,97500,0.006100360304117203
-6.265957832336426,694.66943359375,288514944,0.0,-6.259882926940918,98001,-6.074703693389893,970.98974609375,98000,0.006074703764170408
-6.437653064727783,695.009521484375,289986944,0.0,-6.431588172912598,98501,-6.065101146697998,1141.96630859375,98500,0.006065101362764835
-6.430386543273926,695.2525024414062,291458944,0.0,-6.424338340759277,99001,-6.048018932342529,1123.7943115234375,99000,0.006048019044101238
-6.456337928771973,695.8756103515625,292930944,0.0,-6.450227737426758,99501,-6.110219478607178,1195.1339111328125,99500,0.0061102197505533695
